iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
11,"((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)","((10, 4), <game.Grid object at 0x0000016AAF6CC260>)",South,"[(((11, 3), <game.Grid object at 0x0000016AAFC0D670>), 'East', 1), (((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), 'West', 1)]","[((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>)]","[((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>)]","[((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",3,52,55
12,"((12, 3), <game.Grid object at 0x0000016AAF6CC200>)","((11, 3), <game.Grid object at 0x0000016AAF6CC170>)",East,"[(((13, 3), <game.Grid object at 0x0000016AAF669D00>), 'East', 1)]","[((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>)]","[((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>)]","[((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",3,52,55
13,"((9, 5), <game.Grid object at 0x0000016AAF669E20>)","((10, 5), <game.Grid object at 0x0000016AAF556A50>)",West,"[(((8, 5), <game.Grid object at 0x0000016AAFC0D730>), 'West', 1)]","[((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>)]","[((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",4,51,55
14,"((11, 3), <game.Grid object at 0x0000016AAFC0D670>)","((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)",East,"[(((12, 3), <game.Grid object at 0x0000016AAFC0D850>), 'East', 1)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>)]","[((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",4,51,55
15,"((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>)","((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)",West,"[(((8, 3), <game.Grid object at 0x0000016AAFC0D970>), 'West', 1)]","[((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>)]","[((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",4,51,55
16,"((13, 3), <game.Grid object at 0x0000016AAF669D00>)","((12, 3), <game.Grid object at 0x0000016AAF6CC200>)",East,"[(((13, 4), <game.Grid object at 0x0000016AAFC0D940>), 'North', 1), (((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), 'East', 1)]","[((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>)]","[((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",4,51,55
17,"((8, 5), <game.Grid object at 0x0000016AAFC0D730>)","((9, 5), <game.Grid object at 0x0000016AAF669E20>)",West,"[(((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), 'West', 1)]","[((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>)]","[((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",5,50,55
18,"((12, 3), <game.Grid object at 0x0000016AAFC0D850>)","((11, 3), <game.Grid object at 0x0000016AAFC0D670>)",East,"[(((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), 'East', 1)]","[((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>)]","[((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAF649010>)]","[((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>)]",5,50,55
19,"((8, 3), <game.Grid object at 0x0000016AAFC0D970>)","((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>)",West,"[(((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), 'West', 1)]","[((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAF649010>)]","[((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAF649010>)]","[((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>)]",5,50,55
20,"((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>)","((8, 5), <game.Grid object at 0x0000016AAFC0D730>)",West,"[(((7, 4), <game.Grid object at 0x0000016AAFC0DBB0>), 'South', 1), (((6, 5), <game.Grid object at 0x0000016AAFC0DCD0>), 'West', 1)]","[((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAF649010>)]","[((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAFC0DBB0>), ((6, 5), <game.Grid object at 0x0000016AAFC0DCD0>)]","[((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>)]",6,49,55
21,"((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>)","((12, 3), <game.Grid object at 0x0000016AAFC0D850>)",East,"[(((13, 4), <game.Grid object at 0x0000016AAFC0DB80>), 'North', 1), (((14, 3), <game.Grid object at 0x0000016AAFC0D880>), 'East', 1)]","[((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAFC0DBB0>), ((6, 5), <game.Grid object at 0x0000016AAFC0DCD0>)]","[((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((13, 4), <game.Grid object at 0x0000016AAFC0DB80>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAFC0DBB0>), ((6, 5), <game.Grid object at 0x0000016AAFC0DCD0>), ((14, 3), <game.Grid object at 0x0000016AAFC0D880>)]","[((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>)]",6,49,55
22,"((7, 3), <game.Grid object at 0x0000016AAFC0DC70>)","((8, 3), <game.Grid object at 0x0000016AAFC0D970>)",West,"[(((7, 4), <game.Grid object at 0x0000016AAFC0DC40>), 'North', 1), (((6, 3), <game.Grid object at 0x0000016AAFC0DE20>), 'West', 1)]","[((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((7, 4), <game.Grid object at 0x0000016AAF649010>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((13, 4), <game.Grid object at 0x0000016AAFC0DB80>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAFC0DBB0>), ((6, 5), <game.Grid object at 0x0000016AAFC0DCD0>), ((14, 3), <game.Grid object at 0x0000016AAFC0D880>)]","[((7, 4), <game.Grid object at 0x0000016AAF649010>), ((5, 3), <game.Grid object at 0x0000016AAFC0D700>), ((13, 5), <game.Grid object at 0x0000016AAF669CD0>), ((13, 4), <game.Grid object at 0x0000016AAFC0DB80>), ((14, 3), <game.Grid object at 0x0000016AAFC0D880>), ((14, 3), <game.Grid object at 0x0000016AAFC0D8E0>), ((13, 4), <game.Grid object at 0x0000016AAFC0D940>), ((7, 4), <game.Grid object at 0x0000016AAFC0DBB0>), ((6, 5), <game.Grid object at 0x0000016AAFC0DCD0>), ((7, 4), <game.Grid object at 0x0000016AAFC0DC40>), ((6, 3), <game.Grid object at 0x0000016AAFC0DE20>)]","[((7, 3), <game.Grid object at 0x0000016AAFC0DC70>), ((8, 3), <game.Grid object at 0x0000016AAFC0D970>), ((13, 3), <game.Grid object at 0x0000016AAFC0DAC0>), ((10, 4), <game.Grid object at 0x0000016AAF6CC260>), ((9, 5), <game.Grid object at 0x0000016AAF669E20>), ((8, 5), <game.Grid object at 0x0000016AAFC0D730>), ((10, 5), <game.Grid object at 0x0000016AAF556A50>), ((9, 3), <game.Grid object at 0x0000016AAFC0C4D0>), ((11, 3), <game.Grid object at 0x0000016AAF6CC170>), ((9, 3), <game.Grid object at 0x0000016AAFC0D7C0>), ((12, 3), <game.Grid object at 0x0000016AAF6CC200>), ((11, 3), <game.Grid object at 0x0000016AAFC0D670>), ((6, 3), <game.Grid object at 0x0000016AAF6CC230>), ((12, 3), <game.Grid object at 0x0000016AAFC0D850>), ((10, 3), <game.Grid object at 0x0000016AAF6CC290>), ((12, 5), <game.Grid object at 0x0000016AAF6699D0>), ((7, 5), <game.Grid object at 0x0000016AAFC0DAF0>), ((10, 3), <game.Grid object at 0x0000016AAF6AA4B0>), ((7, 3), <game.Grid object at 0x0000016AAF6CC1A0>), ((8, 3), <game.Grid object at 0x0000016AAF6CC2C0>), ((13, 3), <game.Grid object at 0x0000016AAF669D00>), ((11, 5), <game.Grid object at 0x0000016AAF669CA0>)]",6,49,55
